31.54011443,8.6335 ,4.4,5,,
31.54155382,8.6297 ,2.6666666666666665,3,,
31.5423997,8.6301 ,7.0,9,,
31.54340342,8.6251 ,7.5,8,,
32.00208573,4.2021 ,108.80952380952381,21,,
32.00279817,4.1848 ,15.454545454545455,11,,
32.00292244,4.2005 ,66.4,30,,
32.004464,4.1925 ,3.2,5,,
32.04979599,9.0105 ,414.2692307692308,26,,
32.05153727,9.0068 ,175.6086956521739,23,,
32.05162333,9.0143 ,143.66666666666666,21,,
32.05232137,9.0153 ,131.17391304347825,23,,
32.05372498,9.0137 ,201.56521739130434,23,,
32.05387757,9.0148 ,6.75,4,,
32.05999079,9.6042 ,226.3684210526316,19,,
32.06011682,9.6056 ,18.545454545454547,11,,
32.06079111,9.5969 ,249.85714285714286,21,,
32.0620165,9.6004 ,125.68,25,,
32.06237666,9.6009 ,6.25,4,,
32.06328039,9.6037 ,14.857142857142858,14,,
32.06358559,9.6025 ,172.15,20,,
32.07298032,11.2804 ,25.58823529411765,17,,
32.07451924,11.2843 ,106.47058823529412,17,,
32.07455823,11.2746 ,14.142857142857142,7,,
32.12448427,10.5837 ,2.0,3,,
32.13830634,11.7771 ,21.714285714285715,7,,
32.14595335,9.0179 ,7.142857142857143,7,,
32.14808972,8.9882 ,270.34615384615387,26,,
32.14922311,10.0264 ,6.6,5,,
32.14975995,10.0254 ,8.333333333333334,6,,
32.15014228,10.0284 ,28.285714285714285,7,,
32.15168517,11.6822 ,17.285714285714285,7,,
32.15236639,11.6795 ,5.428571428571429,7,,
32.15244775,11.6816 ,18.307692307692307,13,,
32.15245236,11.6811 ,2.2,5,,
32.15247473,11.6802 ,8.6,10,,
32.15252049,11.6800 ,93.9,10,,
32.15274978,11.6807 ,213.46153846153845,26,,
32.15276311,11.6813 ,2.0,3,,
32.15318442,11.6825 ,5.5,4,,
32.15899162,9.2091 ,16.6,10,,
32.17095299,9.0625 ,78.95833333333333,24,,
32.17161764,3.3554 ,11.916666666666666,12,,
32.17161777,3.3554 ,70.54545454545455,11,,
32.2058002,10.9038 ,397.741935483871,31,,
32.20704291,8.0708 ,5.6,5,,
32.20733873,8.0823 ,6.444444444444445,9,,
32.20742232,8.0639 ,10.909090909090908,11,,
32.2074726,8.0719 ,8.0,8,,
32.20751138,8.0845 ,4.5,4,,
32.20756236,10.9040 ,11.583333333333334,12,,
32.20761116,8.0847 ,5.571428571428571,7,,
32.20767105,8.0863 ,2.6,5,,
32.20768022,8.0716 ,3.888888888888889,9,,
32.20771335,10.9021 ,200.22727272727272,22,,
32.20773207,8.0838 ,2.25,4,,
32.20775335,8.0824 ,9.2,10,,
32.2077904,8.0750 ,19.0,10,,
32.20779831,8.0750 ,43.523809523809526,21,,
32.20780909,8.0750 ,2.5,6,,
32.20782523,8.0750 ,5.5,6,,
32.2078355,8.0823 ,4.0,6,,
32.20784327,8.0750 ,2.0,4,,
32.20784327,8.0750 ,2.6666666666666665,3,,
32.20785412,8.0750 ,4.625,8,,
32.20785809,12.2852 ,6.25,4,,
32.20786076,8.0756 ,6.833333333333333,6,,
32.20788161,10.9109 ,3.5,4,,
32.20789133,8.0750 ,2.25,4,,
32.20789133,8.0750 ,4.285714285714286,7,,
32.20791455,8.0705 ,3.142857142857143,7,,
